fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,20.00,20.00,2025-08-22 [Closed]
2079/2080,,5.00,5.00,2023-08-30 [Closed]
2078/2079,0.00,9.00,9.00,2022-08-23 [Closed]
2077/2078,0.00,30.00,30.00,2021-08-16 [Closed]
2076/2077,0.00,7.5,7.5,2020-08-16 [Closed]
2075/2076,0.00,11.00,11.00,2019-08-18 [Closed]
