fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,11.5,11.5,2025-08-25 [Closed]
2080/2081,,9.5,9.5,2024-09-04 [Closed]
2079/2080,,10.00,10.00,2023-09-04 [Closed]
2077/2078,0.00,5.00,5.00,2021-08-09 [Closed]
